,Genre Code,Release Year,Artist Gender,Artist Age,Signal Magnitude,Spectral Centroid,Spectral Flux,MFCC,Tempo,Pitch,Intensity
Red Velvet (레드벨벳)_Would U,116,2017,1,24,0.263757,2408.147591,1.472974919,0.805033875,95.703125,17.3883,0.182138
Red Velvet (레드벨벳)_You Better Know,3,2017,1,24,0.491828,2720.946973,1.241425125,3.838810415,117.4538352,31.9558,0.284905
Red Velvet (레드벨벳)_러시안 룰렛 (Russian Roulette),3,2016,1,24,0.389731,3227.862872,1.510864204,4.125763889,129.1992188,34.4431,0.316046
Red Velvet (레드벨벳)_빨간 맛 (Red Flavor),3,2017,1,24,0.361898,3049.60645,1.535647612,4.7608736,123.046875,29.1375,0.295256
Redfoo (LMFAO)_Juicy Wiggle,112,2015,0,43,0.499748,2686.603192,1.454881518,3.88904949,129.1992188,32.9949,0.328132
Redfoo (LMFAO)_Lights Out,112,2016,0,43,0.5262,2677.13007,1.33857753,7.867072283,129.1992188,25.8269,0.415692
Redfoo (LMFAO)_New Thang,52,2015,0,43,0.275873,3020.632408,1.468656852,6.426349557,99.38401442,29.4695,0.29403
Redfoo (LMFAO)_Party Train,112,2016,0,43,0.439355,3019.865078,1.51169185,4.90556029,129.1992188,34.6168,0.314772
Rihanna_American Oxygen,14,2015,1,30,0.359767,2294.354887,1.145337923,3.612476405,103.359375,23.9742,0.246879
Rihanna_Bitch Better Have My Money,14,2015,1,30,0.245805,2267.788569,1.470482781,4.26676987,103.359375,16.0414,0.265907
Rihanna_Close To You,13,2016,1,30,0.20093,1388.959554,1.015778232,-4.398502636,112.3471467,6.84908,0.152185
Rihanna_Consideration (Feat SZA),13,2016,1,30,0.382639,2015.232724,2.006123967,3.635958869,143.5546875,20.3346,0.296154
Rihanna_Needed Me,13,2016,1,30,0.136251,2119.430368,1.544964131,1.339610106,112.3471467,11.5564,0.241221
Rihanna_Work (Feat Drake),13,2016,1,30,0.244687,2389.75456,1.875708206,2.922683879,123.046875,12.2757,0.263334
Rihanna_Work (Feat Drake) (R3hab Remix),13,2016,1,30,0.208503,2520.446697,1.653787502,5.161811413,99.38401442,10.8525,0.310848
RITA ORA_Body On Me (Feat Chris Brown),14,2015,1,28,0.28349,2277.530468,1.30951885,4.213566885,89.10290948,18.9479,0.258087
Robin Thicke_Back Together (Feat Nicki Minaj),42,2015,0,41,0.325232,2609.823096,1.568348554,5.440187955,117.4538352,21.2169,0.267733
Robin Thicke_Morning Sun,42,2015,0,41,0.324139,2471.676692,1.543960765,2.672304375,172.265625,20.8169,0.229897
Ryan Gosling & Emma Stone_City Of Stars (From 'La La Land' Soundtrack),24,2016,0,30,0.119818,1464.544385,0.987309526,-9.016567349,107.6660156,9.04338,0.0799546
Sam Beeton_Fall Out,80,2015,0,30,0.454664,1826.573804,1.384415425,5.138239594,112.3471467,13.1819,0.303853
Sam Ock_Make Me Smile (Feat J Han),7,2015,0,34,0.279825,2066.439324,1.629612459,4.548061394,117.4538352,12.3764,0.253231
Sam Smith_Drowning Shadows,42,2015,0,26,0.326143,1556.29518,1.160816359,-4.353276944,135.9991776,11.8239,0.190107
Sam Smith_I'm Not The Only One,98,2014,0,26,0.238882,1557.679911,1.340546575,3.620463453,161.4990234,12.2909,0.186271
Sam Smith_Lay Me Down (Feat John Legend),42,2015,0,26,0.204507,1823.749355,1.179527918,-7.688480912,129.1992188,14.0755,0.121831
Sam Smith_Writing's On The Wall,42,2015,0,26,0.237153,1688.704478,1.110650054,0.655981892,129.1992188,11.4924,0.164758
Samantha Jade & Nathaniel_All I Want For Christmas Is You,13,2015,1,31,0.377612,2703.985425,1.290804359,4.6720886,151.9990809,24.7028,0.276652
San E & 레이나_달고나,15,2016,0,33,0.294324,2604.814778,1.539217449,5.800145614,103.359375,13.124,0.309604
San E & 레이나_한여름밤의 꿀,15,2014,0,33,0.347224,2471.313696,1.683830087,0.448050557,172.265625,20.4284,0.24798
San E & 매드클라운_못먹는 감 (Sour Grapes),15,2015,0,33,0.390828,2407.454571,1.735081261,4.374565429,92.28515625,33.4509,0.309084
Selena Gomez_Good For You (Feat A$AP ROCKY),13,2015,1,26,0.263327,2383.515658,1.306948233,3.290286516,117.4538352,14.7145,0.263961
Sevyn Streeter_How Bad Do You Want It (Oh Yeah),24,2015,1,32,0.426105,2820.790793,1.415110838,6.870330662,135.9991776,34.4391,0.342002
SG Lewis_Holding Back (Feat Gallant),35,2016,0,24,0.227613,2503.801218,1.649785568,-0.54056845,103.359375,14.5208,0.186374
SG워너비_가슴 뛰도록,116,2015,0,33,0.467305,2356.107023,1.19979009,5.126178748,107.6660156,17.7297,0.329683
SG워너비_사랑하자,24,2016,0,33,0.32347,1569.836261,1.092179757,3.654185983,135.9991776,9.25958,0.272963
SG워너비_좋은 기억,116,2015,0,33,0.430743,2588.302969,1.213926723,3.936506293,129.1992188,17.9255,0.30896
Shakira_Try Everything,145,2016,1,41,0.266759,2252.062584,1.34584176,2.43762412,117.4538352,18.8721,0.257271
Shakira_Try Everything (영화 '주토피아' 삽입곡),13,2016,1,41,0.267231,2256.961433,1.345155421,2.454126074,117.4538352,18.5403,0.257411
Shawn Mendes_Mercy,13,2016,0,20,0.355632,2109.52802,1.254206,2.254662541,143.5546875,12.6375,0.270775
Shawn Mendes_Stitches,98,2016,0,20,0.250492,2259.831589,1.559296033,3.118779445,151.9990809,25.4439,0.207981
Shawn Mendes_Three Empty Words,13,2016,0,20,0.222604,1718.61227,1.46196204,-0.925779499,95.703125,4.76111,0.208156
Shawn Mendes_Treat You Better,13,2016,0,20,0.344222,2502.303826,1.488673445,3.94500219,112.3471467,15.1725,0.298724
Shift K3y_Name & Number,98,2015,0,25,0.30527,2872.655307,1.748616188,3.016422966,123.046875,21.0547,0.299191
Sia_Alive,13,2016,1,43,0.335115,2197.002976,1.226762655,1.416269669,99.38401442,22.2674,0.229611
Sia_Bird Set Free,13,2016,1,43,0.365779,2200.660555,1.215874564,5.871864458,151.9990809,17.7038,0.294215
Sia_California Dreamin',24,2015,1,43,0.332197,2099.732404,1.089725352,2.47347984,112.3471467,19.8302,0.1984
Sia_Cheap Thrills,13,2016,1,43,0.254,2440.16938,1.558748625,1.993130934,89.10290948,18.7868,0.250089
Sia_Salted Wound (영화 '그레이의 50가지 그림자' OST),24,2015,1,43,0.255308,2024.831749,1.006730351,-1.536926418,161.4990234,7.02525,0.200382
Sia_The Greatest (Feat Kendrick Lamar),13,2016,1,43,0.203554,2531.113454,1.793041077,2.431577188,129.1992188,12.8535,0.261395
Sia_Unstoppable,13,2016,1,43,0.356527,2317.639337,1.288246455,5.323559215,117.4538352,22.9172,0.261679
Sigala_Give Me Your Love (Feat John Newman & Nile Rodgers),35,2016,0,26,0.53776,2900.462113,1.343770642,4.16315991,123.046875,52.9618,0.300723
Sik-K & 릴보이 & 지구인_RESPECT (Feat 로꼬 & GRAY & DJ Pumkin),15,2015,0,27,0.453589,2662.897603,2.006886044,2.82267318,117.4538352,34.8222,0.303866
Silento_Watch Me (Whip Nae Nae),15,2015,0,20,0.18592,2679.054762,2.184372383,-8.339711338,143.5546875,38.7005,0.177408
Sing Street_A Beautiful Sea,24,2016,2,24,0.31673,2704.372116,1.219907723,1.114849225,135.9991776,20.9866,0.19074
Sing Street_Brown Shoes,24,2016,2,24,0.465249,2479.737855,1.184225647,3.26650467,143.5546875,42.1417,0.209873
Sing Street_Drive It Like You Stole It,24,2016,2,24,0.258535,2625.559662,1.201540245,3.0769189,86.1328125,34.3417,0.177902
Sing Street_Girls,24,2016,2,24,0.328359,2523.555858,1.326725518,0.645219115,123.046875,31.8888,0.181206
Sing Street_The Riddle Of The Model,24,2016,2,24,0.218694,2886.469279,1.630665493,-1.901579592,103.359375,35.2406,0.136739
Sing Street_To Find You,24,2016,2,24,0.143037,1565.524914,0.975520342,-8.953033597,143.5546875,11.1797,0.088043
Sing Street_Up,24,2016,2,24,0.24243,2215.16516,1.284293502,-2.078115137,123.046875,20.9465,0.136773
Skrillex & Rick Ross_Purple Lamborghini,24,2016,0,30,0.189513,3205.571251,1.487202893,1.112398313,143.5546875,30.1435,0.19255
Skylar Grey_I Know You (영화 '그레이의 50가지 그림자' OST),24,2015,1,32,0.246189,2137.278807,1.075231581,3.337951368,143.5546875,9.34467,0.228645
Snoop Dogg_Awake,7,2015,0,46,0.147249,2341.281429,1.603324971,2.90638867,123.046875,10.0539,0.265252
Snoop Dogg_Peaches N Cream (Feat Charlie Wilson),7,2015,0,46,0.203728,2486.942117,1.742569502,5.036207718,112.3471467,12.9088,0.264155
Snoop Dogg_So Many Pros (Produced By Pharrell Williams),7,2015,0,46,0.155338,2429.056393,1.64561645,3.0852224,117.4538352,9.09058,0.223322
Standing Egg (스탠딩 에그)_뚝뚝뚝 (With 예슬),131,2016,0,30,0.394207,1577.247266,1.386807619,-1.023016984,151.9990809,9.76384,0.262458
Standing Egg (스탠딩 에그)_무지개 (feat. 윤닭 Of 오브로젝트),13,2016,0,30,0.235005,1967.273043,1.567629205,-1.963127958,99.38401442,10.1327,0.216793
Standing Egg (스탠딩 에그)_여름밤에 우린,131,2016,0,30,0.212446,1720.30472,1.356328723,-1.806541972,89.10290948,4.63155,0.18944
Straight No Chaser_Rocking Around The Christmas Tree Winter Wonderland,13,2015,0,48,0.368543,2292.351921,1.376760859,0.791957181,143.5546875,11.0611,0.283174
Teamheadkick_Deadpool Rap (데드풀 랩),24,2016,0,34,0.379975,3117.449576,1.634280789,2.876644626,117.4538352,57.1872,0.232418
The 1975_The Sound,17,2016,0,28,0.438088,2384.863839,1.316166602,2.270346841,123.046875,32.1627,0.256687
The 1975_UGH!,17,2016,0,28,0.333743,2371.937419,1.922828741,2.575733226,99.38401442,24.893,0.273381
The Bird And The Bee_Recreational Love,13,2016,2,47,0.162457,1713.840569,1.642628058,1.892506488,95.703125,5.4261,0.224184
The Chainsmokers & Coldplay_Something Just Like This,35,2017,0,30,0.243198,2266.700313,1.119656165,4.516571069,103.359375,12.0727,0.254472
The Chainsmokers_All We Know (Feat Phoebe Ryan),35,2016,0,30,0.176878,2360.465249,1.228668998,2.502767689,89.10290948,10.8331,0.243033
The Chainsmokers_Closer (Feat Halsey),52,2016,0,30,0.346953,2590.623976,1.316205042,0.345896497,95.703125,21.3225,0.236781
The Chainsmokers_Don't Let Me Down (Feat Daya),52,2016,0,30,0.312432,2043.686647,1.275937021,2.951731687,107.6660156,19.4521,0.268821
The Chemical Brothers_Go (Feat Q-Tip),52,2015,0,47,0.355809,2301.654725,1.604287351,6.584710022,117.4538352,18.6796,0.314689
The Overtones_Santa Claus Is Coming To Town,13,2015,0,36,0.365069,2726.940265,1.188546259,3.311908574,143.5546875,25.7813,0.235798
The Quiett & SUPERBEE & myunDo & 플로우식 (Flowsik) & Dok2_공중도덕 (Air DoTheQ),15,2016,0,33,0.275608,2725.167584,1.824534399,5.561636392,117.4538352,13.4491,0.342171
The Weeknd_Can't Feel My Face (LG V20 광고 삽입곡),42,2015,0,28,0.27069,2338.097722,1.385384087,5.593815946,107.6660156,12.6698,0.271541
The Weeknd_Earned It (영화 '그레이의 50가지 그림자' OST),24,2015,0,28,0.268638,2128.752996,1.222675804,1.818159934,123.046875,13.7364,0.202243
The Weeknd_Starboy (Feat Daft Punk),42,2016,0,28,0.168894,1882.785224,1.757407259,6.079963339,123.046875,5.74739,0.333933
The Weeknd_The Hills,42,2015,0,28,0.216576,1853.572525,1.239969005,-1.025321132,112.3471467,11.33,0.24336
Tinashe_Player (Feat Chris Brown),13,2015,1,25,0.223443,2100.551096,1.553927075,5.409376666,107.6660156,11.6834,0.271001
TJR_We Wanna Party,35,2016,0,35,0.578805,3212.067492,1.576532202,5.135362758,129.1992188,57.6146,0.356993
Tobias Jesso Jr._Just A Dream,13,2015,0,33,0.316662,1540.485549,1.033294951,-0.078142532,129.1992188,9.19515,0.213552
Trey Songz_Slow Motion,42,2015,0,34,0.210848,1965.7537,1.54703392,-2.38704281,95.703125,8.13846,0.250243
Troye Sivan & Alessia Cara_WILD,13,2016,0,23,0.381928,2248.398456,1.260498515,3.983145385,123.046875,20.8165,0.26399
Troye Sivan_BITE,13,2016,0,23,0.282174,1998.737074,1.134244754,-0.511577238,123.046875,11.5532,0.248841
Troye Sivan_BLUE (Feat Alex Hope),13,2016,0,23,0.34763,1988.894507,1.034665744,-0.36687462,129.1992188,19.9946,0.203157
Troye Sivan_COOL,13,2016,0,23,0.348789,2112.997248,1.328827915,4.204117144,143.5546875,15.1591,0.273083
Troye Sivan_DKLA (Feat Tkay Maidza),13,2016,0,23,0.145429,1862.242218,1.239046331,5.045834043,117.4538352,11.7033,0.26026
Troye Sivan_EASE (Feat Broods),13,2016,0,23,0.305487,2367.961444,1.291977926,5.479183666,129.1992188,12.1562,0.268312
Troye Sivan_FOOLS,13,2016,0,23,0.368416,2115.126644,1.174414812,4.444408383,89.10290948,16.1412,0.274249
Troye Sivan_for him (Feat Allday),13,2016,0,23,0.327937,2762.320187,1.503603359,2.573514637,161.4990234,21.9206,0.269685
Troye Sivan_HEAVEN (Feat Betty Who),13,2016,0,23,0.2284,2086.879155,1.129041216,0.421422066,143.5546875,17.5545,0.199541
Troye Sivan_LOST BOY,13,2016,0,23,0.414318,2082.537453,1.155229947,6.054642767,107.6660156,16.5516,0.280188
Troye Sivan_SUBURBIA,13,2016,0,23,0.306163,1947.56426,1.180357552,5.872630265,151.9990809,14.9273,0.272825
Troye Sivan_TALK ME DOWN,13,2016,0,23,0.349763,1829.995509,1.157707011,1.508162157,117.4538352,13.6305,0.239683
Troye Sivan_THE QUIET,13,2016,0,23,0.302865,2391.890737,1.3678359,5.490460967,135.9991776,14.3003,0.283166
Troye Sivan_TOO GOOD,13,2016,0,23,0.24877,2051.516061,1.03348118,1.621860999,151.9990809,18.4216,0.201718
Troye Sivan_WILD,13,2016,0,23,0.365905,2265.53299,1.205665876,5.639622627,123.046875,19.5773,0.278646
Troye Sivan_YOUTH,13,2016,0,23,0.367222,2503.529081,1.3173139,4.422329326,123.046875,20.0164,0.268119
Tungevaag & Raaban_Samsara (Feat Emila),52,2015,0,28,0.17368,3058.827497,1.487998928,1.037356806,107.6660156,29.0759,0.202235
Twenty One Pilots_Heathens,24,2016,0,29,0.261676,2401.093186,1.399617187,0.934070252,89.10290948,20.7165,0.22681
TWICE (트와이스)_CHEER UP,3,2016,1,22,0.413923,2849.768207,1.495180697,4.427431168,172.265625,26.0187,0.325445
TWICE (트와이스)_KNOCK KNOCK,3,2017,1,22,0.48376,2892.39289,1.375842499,6.973610718,129.1992188,33.3716,0.349689
TWICE (트와이스)_OOH-AHH하게,3,2015,1,22,0.480792,2992.689651,1.450975955,3.257119916,143.5546875,37.8912,0.304831
TWICE (트와이스)_SIGNAL,3,2017,1,22,0.371055,2462.536216,1.752376192,6.175093354,103.359375,21.231,0.304525
TWICE (트와이스)_TT,3,2016,1,22,0.272846,2754.907696,1.58242656,4.837992029,129.1992188,21.9618,0.283459
Vaults_One Last Night (영화 '그레이의 50가지 그림자' OST),24,2015,2,38,0.319191,1884.120212,1.1057227,3.125372153,117.4538352,13.0773,0.224319
Will.I.Am_Boys & Girls (Feat Pia Mia),15,2016,0,43,0.242071,2091.761969,2.05793847,3.426572449,107.6660156,9.58031,0.265756
WINNER_FOOL,116,2017,0,26,0.399808,1939.72902,1.182697482,-1.54154974,135.9991776,14.7767,0.23294
WINNER_REALLY REALLY,3,2017,0,26,0.364805,2783.115333,1.559274989,4.09517448,103.359375,22.0884,0.306877
WINNER_센치해,116,2016,0,26,0.323506,2365.116587,1.51468805,3.565469348,117.4538352,19.7844,0.227645
Wiz Khalifa & Iggy Azalea_Go Hard Or Go Home (분노의 질주 더 세븐 (Fast & Furious 7) OST),15,2015,0,31,0.164655,2225.627031,1.575585667,7.598937821,112.3471467,8.97231,0.315522
X Ambassadors_Unsteady (Erich Lee Gravity Remix) (영화 '미 비포 유' OST),24,2016,0,29,0.264127,2075.701074,1.101365221,3.253491733,117.4538352,17.8691,0.208866
XIA (준수)_How Can I Love You,24,2016,0,32,0.243714,1660.890854,1.121679644,1.440912361,143.5546875,7.06863,0.211874
XIA (준수)_꼭 어제,116,2015,0,32,0.393615,2096.648719,1.140230666,-3.846882134,135.9991776,9.93191,0.257223
XO_Through The Night (Feat RobLaw),112,2016,0,31,0.249355,2545.753309,1.696783412,-1.989283755,99.38401442,31.7719,0.185519
Years & Years_Shine,147,2015,0,28,0.360197,2272.150772,1.404549972,3.889193415,107.6660156,15.7631,0.271445
Yuhki Kuramoto_Romance (Simple Ver),10,2014,0,67,0.103286,770.1968492,0.750370118,-10.37324394,99.38401442,7.45778,0.0719321
Yuna_Crush (Feat Usher),42,2016,1,32,0.178248,1626.595069,1.269008115,2.017689894,129.1992188,8.14978,0.189322
Zara Larsson_Rooftop,98,2015,1,21,0.316859,2390.200558,1.379712543,3.155539447,107.6660156,23.7406,0.230497
Zayn_fOoL fOr YoU,13,2016,0,25,0.20337,2105.117594,1.069446842,0.568941552,151.9990809,10.5146,0.183429
Zayn_iT's YoU,13,2016,0,25,0.14822,1114.361914,1.313036303,2.989490212,129.1992188,2.6239,0.262442
Zayn_PILLOWTALK,13,2016,0,25,0.333387,2223.222827,1.321870425,7.124973845,123.046875,16.2707,0.30314
Zedd & Aloe Blacc_Candyman,35,2016,0,29,0.278031,2527.051466,1.368196253,2.843191806,151.9990809,18.7096,0.290359
Zedd_Beautiful Now (Feat Jon Bellion),52,2015,0,29,0.407787,2590.511536,1.242035394,3.374104916,129.1992188,20.85,0.300043
Zedd_Done With Love,52,2015,0,29,0.340676,2460.554852,1.078269965,0.020568512,129.1992188,19.6604,0.236642
Zedd_I Want You To Know (Feat Selena Gomez),52,2015,0,29,0.429037,3070.466766,1.197535942,6.653776392,129.1992188,28.7167,0.302523
Zion.T & C Jamm & 레디 (Reddy) & 서출구 (Xitsuh)_신사 ($insa),15,2016,0,29,0.286672,2153.124998,1.725480611,0.901317458,172.265625,16.1114,0.26044
Zion.T & Crush_그냥 (Just),42,2015,0,29,0.157184,1540.190346,1.390171355,-3.581507823,86.1328125,5.28607,0.174498
Zion.T & 서출구 (Xitsuh)_드러머 (Drummer) (Feat 올티),15,2016,0,29,0.243957,2188.360306,1.654751764,-0.418855754,83.35433468,17.5532,0.202446
Zion.T_Complex (Feat G-DRAGON),42,2017,0,29,0.222465,1805.215658,1.692905796,-1.336327408,95.703125,17.4406,0.199773
Zion.T_No Make Up,14,2015,0,29,0.340289,2068.879932,1.479978935,-0.006549314,92.28515625,15.2462,0.23904
Zion.T_꺼내 먹어요,42,2015,0,29,0.169181,1819.475049,1.414095274,-3.475093801,92.28515625,11.1506,0.169113
Zion.T_노래,42,2017,0,29,0.324959,1967.19839,1.494381073,0.850760512,95.703125,13.3436,0.244488
Zion.T_쿵,15,2016,0,29,0.163733,1726.14691,1.323673512,-8.366205263,161.4990234,16.6043,0.131967
Zodiac Empire_The Morning,52,2015,2,29,0.24017,2533.310946,1.400093782,4.726973191,123.046875,9.19899,0.23949
가인_Apple (Feat 박재범),3,2015,1,31,0.332793,2340.434295,1.808681732,5.887225158,129.1992188,12.6445,0.351062
가인_Paradise Lost,3,2015,1,31,0.428833,2157.856194,1.302011626,5.787264749,143.5546875,26.3212,0.30443
개리_바람이나 좀 쐐 (Feat 우혜미),15,2015,0,40,0.421786,2487.511923,1.471651721,4.457095513,151.9990809,22.6457,0.28802
거미 (Gummy)_You Are My Everything,24,2016,1,37,0.283809,1911.419186,1.081283155,0.659986124,135.9991776,10.9511,0.199389
거미 (Gummy)_구르미 그린 달빛,24,2016,1,37,0.3469,2135.171478,1.129585023,-0.275025412,129.1992188,15.1652,0.217495
걸스데이 (Girl's Day)_I'll Be Yours,3,2017,1,26,0.449669,2887.375302,1.498609542,6.053729779,99.38401442,32.547,0.339369
걸스데이 (Girl's Day)_링마벨 (Ring My Bell),3,2015,1,26,0.648568,3015.34422,1.333537599,3.296488341,99.38401442,56.4034,0.287288
구윤회_Marry Me,116,2014,0,32,0.253487,1418.62679,1.25097123,-5.915218317,143.5546875,7.63406,0.195727
국민의 아들_NEVER,3,2017,0,20,0.552812,2417.084375,1.358114949,1.155110787,112.3471467,31.2367,0.301175
권진아_Fly away,42,2017,1,21,0.31198,2430.067754,1.389695116,3.013640516,89.10290948,12.8462,0.237542
권진아_끝,116,2016,1,21,0.291892,1858.293174,1.249967976,-2.922216941,107.6660156,8.46638,0.202697
규현 (KYUHYUN)_다시 만나는 날 (Goodbye for now),116,2017,0,30,0.403187,2137.375767,1.15052479,1.879335868,135.9991776,15.6171,0.244438
규현 (KYUHYUN)_밀리언조각 (A Million Pieces),116,2015,0,30,0.23466,2072.855956,1.142436465,0.517074979,129.1992188,10.1473,0.190074
규현 (KYUHYUN)_우리가 사랑한 시간,24,2015,0,30,0.309492,1812.538772,1.074976133,-0.938365439,135.9991776,9.9169,0.213677
기현 (Kihyun)_세월이 가면,24,2016,0,30,0.336756,2000.614271,1.112003622,0.610385264,135.9991776,14.231,0.225086
긱스 (Geeks)_Is You (Feat박정현),15,2015,0,27,0.280938,1895.590935,1.527905241,0.700460633,161.4990234,15.0241,0.244687
김범수_그댄 행복에 살텐데,116,2016,0,39,0.418708,1722.786455,1.148604706,2.453910993,123.046875,12.6471,0.247594
김범수_사랑의 시작은 고백에서부터,24,2015,0,39,0.306324,1879.951765,1.119732426,-3.348631885,135.9991776,11.8579,0.199758
김범수_사랑해요,24,2016,0,39,0.359503,1876.6175,1.068871432,-2.454023575,129.1992188,11.559,0.224532
김연우_가질 수 없는 너 (화생방실 클레오파트라) (Bonus Track),13,2015,0,47,0.321574,1882.009796,1.135062444,-2.267733257,151.9990809,15.3752,0.213476
김연우_만약에 말야 (화생방실 클레오파트라) (Bonus Track),13,2015,0,47,0.218659,1696.395141,1.051083416,-7.410294496,129.1992188,15.2898,0.143999
김연우_사랑 그 놈 (화생방실 클레오파트라),13,2015,0,47,0.278623,1853.072445,1.112641797,-3.004988466,129.1992188,20.0303,0.170187
김연우_사랑할수록 (화생방실 클레오파트라),13,2015,0,47,0.322551,2131.040906,1.087688217,-3.985666638,129.1992188,25.443,0.185722
김연우_이 밤이 지나면 (화생방실 클레오파트라) (Bonus Track),13,2015,0,47,0.350299,2248.970665,1.331515659,2.123896803,99.38401442,24.1105,0.230686
김필_청춘 (Feat 김창완),24,2015,0,32,0.276031,1621.382436,1.193939824,2.101104085,99.38401442,11.5364,0.2045
김희철 & 민경훈_나비잠 (Sweet Dream),17,2016,0,35,0.510863,2004.385169,1.076945177,4.26267238,117.4538352,19.3244,0.300865
나얼_같은 시간 속의 너,42,2015,0,40,0.288074,1597.913106,1.198682254,-2.505867724,135.9991776,9.83056,0.189848
나인뮤지스_드라마 (DRAMA),3,2015,1,27,0.497088,3060.674171,1.578226254,4.784134554,112.3471467,39.9333,0.332976
노을_목소리,116,2015,0,37,0.317134,1908.202088,1.065647362,-0.588029411,135.9991776,10.8046,0.21947
뉴이스트 (NU'EST)_여보세요,3,2013,0,24,0.280015,2459.580441,1.523510446,0.846068127,95.703125,15.2242,0.240466
뉴이스트 W_있다면,116,2017,0,24,0.328411,2411.500535,1.423413935,1.608624961,89.10290948,17.336,0.240882
다비치_그대를 잊는다는 건,24,2016,1,30,0.275751,1782.578569,1.031958733,1.025530846,129.1992188,11.8689,0.194468
다비치_내 옆에 그대인 걸,116,2016,1,30,0.416626,2177.214317,1.275477389,1.229069097,143.5546875,18.2213,0.263635
다비치_두 여자의 방,116,2015,1,30,0.233923,1818.774315,1.316518861,-1.230122005,112.3471467,9.20268,0.171447
다비치_두사랑 (Feat 매드클라운),116,2015,1,30,0.341981,2782.618736,1.38819453,3.16477891,89.10290948,18.1645,0.243073
다비치_또 운다 또,116,2015,1,30,0.248077,1936.674615,1.266611398,-2.986996397,135.9991776,12.5372,0.189687
다비치_받는 사랑이 주는 사랑에게,116,2016,1,30,0.312131,2047.458673,1.101121388,-2.983803691,129.1992188,11.0859,0.209271
다비치_이 사랑,24,2016,1,30,0.32104,2027.917191,1.116495072,0.460202735,135.9991776,14.6512,0.215071
다비치_행복해서 미안해,116,2015,1,30,0.363871,2243.27745,1.257166584,0.777016094,117.4538352,17.2024,0.231688
다이나믹 듀오 (Dynamic Duo) & 첸 (CHEN)_기다렸다 가,15,2017,0,38,0.23513,1902.213683,1.465296402,2.979484303,95.703125,9.98643,0.25536
다이나믹 듀오 (Dynamic Duo)_꿀잼,15,2015,0,38,0.31219,2422.839102,1.794363822,1.945769037,99.38401442,23.3654,0.284744
댄싱게놈 (유재석 & JYP)_I'm So Sexy,3,2015,0,46,0.337104,2886.201302,1.608435224,5.520166939,112.3471467,30.4428,0.352506
디셈버 (December)_네게 줄 수 있는건 오직 사랑뿐,24,2015,0,25,0.357876,1841.321088,1.083225964,0.665928276,107.6660156,13.8791,0.224583
러블리즈_Ah-Choo,3,2015,1,25,0.480992,2888.186885,1.251667066,3.624024341,129.1992188,28.2101,0.306502
러블리즈_Destiny (나의 지구),3,2016,1,25,0.456175,3031.803327,1.355752542,7.139422278,107.6660156,27.1162,0.333384
러블리즈_안녕 (Hi~),3,2015,1,25,0.414049,2488.834606,1.311903967,3.313579539,123.046875,23.1546,0.267278
레디 (Reddy)_Like This (Feat BOBBY),15,2016,0,33,0.62085,2654.77251,1.442455145,5.109363893,89.10290948,59.1912,0.313729
로꼬 & GRAY (그레이)_GOOD (Feat ELO),15,2016,0,29,0.412465,2449.41841,1.8156611,2.600394302,95.703125,25.249,0.286134
로꼬 & 유주 (여자친구)_우연히 봄,24,2015,0,29,0.361866,2785.764304,1.627405692,0.441793096,99.38401442,30.4203,0.231431
로꼬 & 펀치 (Punch)_Say Yes,24,2016,0,29,0.343479,2314.192641,1.479770427,4.223952422,95.703125,15.1333,0.264249
로꼬_AWESOME (Feat 박재범 & GRAY),15,2015,0,29,0.522801,2482.977472,1.628380708,2.476238223,103.359375,31.0578,0.287871
로꼬_RESPECT (Feat GRAY & DJ Pumkin),15,2015,0,29,0.480418,2633.426192,1.964776406,3.144699734,117.4538352,39.8696,0.301489
로꼬_남아있어 (Feat Crush),15,2016,0,29,0.249991,2111.336964,1.447670139,1.526443981,135.9991776,17.3745,0.230658
로꼬_너도 (Feat Cha Cha Malone),15,2016,0,29,0.405451,1906.390166,1.15039824,-1.510791813,117.4538352,17.9847,0.213688
로꼬_지나쳐 (Feat DEAN),15,2017,0,29,0.319338,2122.199303,1.605332862,1.64905748,103.359375,20.0128,0.278038
로이킴 & 김이지 (꽃잠프로젝트)_HEAVEN,24,2017,0,25,0.323454,1723.429121,1.077854454,-4.444260154,103.359375,7.54631,0.219103
로이킴_문득,116,2017,0,25,0.327364,1651.035118,1.429918497,0.310603722,95.703125,6.94874,0.248494
로이킴_어쩌면 나,24,2016,0,25,0.293106,1741.113397,1.242581021,0.70896148,161.4990234,6.41008,0.234748
리쌍 (Leessang)_주마등 (Feat 우혜미),15,2015,0,41,0.466699,2381.976162,1.378894327,4.239168407,117.4538352,25.2566,0.284044
린 & 하동균 & 이정_내가 그댈,116,2015,1,37,0.296593,1861.025636,1.102422746,1.064831759,135.9991776,11.3263,0.19976
린 (LYn)_With You,24,2016,1,37,0.28518,1659.7575,1.086925858,0.175439616,135.9991776,14.5706,0.187873
릴보이 & 로꼬 & 박재범_ON IT ＋ BO$$,15,2015,0,27,0.277847,2194.112325,1.789598265,7.005758643,151.9990809,17.3639,0.369272
마마무_1cm의 자존심,15,2016,1,24,0.248038,2491.162417,2.091161742,2.242766454,99.38401442,17.9129,0.25638
마마무_Decalcomanie (데칼코마니),3,2016,1,24,0.470226,2513.875114,1.357216387,8.026183215,117.4538352,20.8043,0.348383
