,Genre Code,Release Year,Artist Gender,Artist Age,Signal Magnitude,Spectral Centroid,Spectral Flux,MFCC,Tempo,Pitch,Intensity
Galantis_No Money,35,2016,0,37,0.345271,2930.405667,1.305593326,-0.128818096,123.046875,42.8572,0.219808
Gallant_Bourbon,42,2016,0,26,0.223856,2005.372686,1.366178783,5.61797049,151.9990809,9.20001,0.270018
Gallant_Episode,42,2016,0,26,0.378456,1982.04551,1.46892118,2.546151791,112.3471467,11.6684,0.310348
Gallant_Miyazaki,42,2016,0,26,0.278778,2389.894282,1.521550977,-0.711212055,89.10290948,13.8512,0.216118
Gallant_Talking To Myself,42,2016,0,26,0.216993,2547.367459,1.356271279,2.633806486,117.4538352,23.7298,0.229438
Gallant_Weight In Gold,42,2016,0,26,0.187855,2335.990217,1.270071803,2.569598257,117.4538352,16.5464,0.277099
Gavin Turek_Don't Fight It,4,2015,1,31,0.292235,2122.797038,1.778207188,3.177649004,107.6660156,17.7247,0.216149
G-DRAGON_OUTRO 신곡(神曲) (Divina Commedia),42,2017,0,30,0.352159,2031.948448,1.599101843,-4.825178548,129.1992188,17.9292,0.242942
G-DRAGON_SUPER STAR,15,2017,0,30,0.243852,2661.461719,1.438301391,4.185589068,129.1992188,21.4104,0.285302
G-DRAGON_개소리 (BULLSHIT),15,2017,0,30,0.308611,2959.374603,1.530980917,4.437369447,95.703125,38.0693,0.255033
"G-DRAGON_무제(無題) (Untitled, 2014)",42,2017,0,30,0.370524,1647.136409,1.040399591,-2.429284693,151.9990809,17.326,0.212349
Giorgio Moroder_Deja Vu (Feat Sia),52,2015,0,78,0.383523,2381.551811,1.346415629,7.900709602,129.1992188,16.3483,0.344721
"Giorgio Moroder_Right Here, Right Now (Feat Kylie Minogue)",4,2015,0,78,0.39138,2871.433688,1.36951163,1.782951114,117.4538352,39.7997,0.229486
"gnash_i hate u, i love u (Feat Olivia O'brien) (Album Ver)",13,2016,0,25,0.130977,1612.769184,1.266665454,-1.227873753,135.9991776,8.60186,0.13564
Gowe_I Wonder (Feat Erin Kim),15,2015,0,32,0.435553,2521.917465,1.668060526,5.174909437,83.35433468,18.3908,0.317027
GRAY (그레이)_Summer Night (Remix) (Feat Hoody),42,2016,0,32,0.604834,2604.877559,1.543551421,7.008668586,117.4538352,26.6679,0.359459
GRAY (그레이)_하기나 해 (Feat Loco),15,2015,0,32,0.411728,2265.754266,1.814036646,0.385372376,99.38401442,29.7599,0.259555
Gregory Porter_Holding On,28,2016,0,47,0.21508,1973.226108,1.531775793,-0.90340252,99.38401442,10.1809,0.166873
GroovyRoom (그루비룸)_Sunday (Feat 헤이즈 & 박재범),7,2017,0,24,0.304443,2535.930721,1.476647477,5.30184588,103.359375,12.9165,0.302467
Hardwell & Jason Derulo_Follow Me,52,2015,0,30,0.444524,2855.474989,1.295959337,4.59426528,129.1992188,24.6706,0.32552
Hardwell & Tiesto_Colors (Feat Andreas Moe),52,2015,0,30,0.396697,2528.730127,1.241025338,6.578581348,129.1992188,16.8507,0.339787
Hardwell_Eclipse,52,2015,0,30,0.33529,2333.741657,1.187126371,8.102240641,129.1992188,22.38,0.36029
Hardwell_Let Me Be Your Home (Feat Bright Lights),52,2015,0,30,0.614736,3165.260581,1.032621778,4.991750858,129.1992188,40.1584,0.359089
Hardwell_Sally (Feat Harrison),52,2015,0,30,0.347295,3037.848271,1.276451679,5.412877417,129.1992188,43.5822,0.273538
Hardwell_Young Again (Feat Chris Jones),52,2015,0,30,0.33568,2872.741355,1.16252053,4.491566728,129.1992188,20.7558,0.273419
Helena Caona_Never In A Cage,8,2015,1,28,0.226971,1436.411293,1.548650832,-0.148360945,95.703125,6.42951,0.214251
HIGH4 & 아이유_봄 사랑 벚꽃 말고,116,2014,0,25,0.258136,2317.201305,1.646387307,-0.540896613,161.4990234,12.8369,0.193742
HONNE & Izzy Bizu_Someone That Loves You,147,2016,0,25,0.350051,2175.520879,1.241327101,6.645266977,103.359375,14.4505,0.302764
HONNE_3am,147,2016,0,25,0.238102,1963.874168,1.540475402,1.639660222,99.38401442,20.4465,0.218496
HONNE_Coastal Love,35,2015,0,25,0.33529,2190.829981,1.365733121,5.291180493,117.4538352,9.34575,0.283889
HONNE_Good Together,147,2016,0,25,0.336608,1951.690393,1.300801855,4.409252758,95.703125,15.5359,0.281776
HONNE_Warm On A Cold Night,52,2015,0,25,0.221092,1787.927943,1.270025338,3.628069495,86.1328125,11.3487,0.231667
HONNE_Warm On A Cold Night (시몬스 침대 2017 TV CF 캠페인 - '당신의 숙면이 흔들리지 않도록' 삽입곡),147,2016,0,25,0.310154,1900.460592,1.295254587,5.150274128,86.1328125,16.6069,0.279713
HUMBLE._Kendrick Lamar,7,2017,0,31,0.105398,2286.288869,2.029516903,6.70180487,151.9990809,9.13396,0.335069
Iggy Azalea_Team,15,2016,1,28,0.213054,2235.842045,1.604268404,4.318350053,99.38401442,21.1338,0.280672
iKON_AIRPLANE,15,2015,0,23,0.312527,2286.677284,1.467106408,2.659999318,86.1328125,17.6513,0.260383
iKON_리듬 타 (RHYTHM TA),15,2015,0,23,0.306807,2523.509085,1.648143893,4.803819835,161.4990234,21.6613,0.285044
iKON_오늘 모해 (#WYD),15,2016,0,23,0.36546,2044.967048,1.296509434,1.986386515,99.38401442,16.7261,0.255583
iKON_지못미,42,2015,0,23,0.365823,2069.85005,1.284505189,4.747234287,151.9990809,17.0895,0.255351
iKON_취향저격,15,2015,0,23,0.24404,2058.324803,1.59659804,5.259663916,95.703125,9.42636,0.303974
Imagine Dragons_It Comes Back To You,20,2015,0,31,0.243493,1971.78857,1.392130038,2.881017261,99.38401442,12.0754,0.214452
Imagine Dragons_Not Today,24,2016,0,31,0.285575,1613.467836,1.062829992,4.122116278,123.046875,12.7425,0.196026
Imagine Dragons_Not Today (영화 '미 비포 유' OST),24,2016,0,31,0.285344,1613.519241,1.060601614,4.084506708,123.046875,12.787,0.195757
Imagine Dragons_Shots,20,2015,0,31,0.327699,1963.330104,1.267368237,4.756347838,103.359375,19.7849,0.218108
It's_Show Time,3,2017,0,20,0.611303,3232.341812,1.370189594,4.308727837,129.1992188,43.0281,0.313504
Jack Garratt_Breathe Life,20,2016,0,27,0.176384,2348.404012,1.338037524,2.185812796,103.359375,17.2035,0.214897
Jack U (Diplo & Skrillex)_Febreze (Feat 2 Chainz),52,2015,0,35,0.303553,3127.49011,1.526069004,0.589390995,151.9990809,28.3239,0.283396
Jack U (Diplo & Skrillex)_Take U There (Feat Kiesza),52,2015,0,35,0.40336,2991.981728,1.45448034,3.559698931,161.4990234,20.9015,0.337177
Jack U (Diplo & Skrillex)_Where Are U Now (Feat Justin Bieber),52,2015,0,35,0.238333,2592.854149,1.532105728,3.345396868,143.5546875,9.82842,0.287966
Jakubi_Couch Potato,17,2015,0,28,0.294967,2439.576112,1.532988101,1.90778184,89.10290948,15.8693,0.253159
James Bay_Hold Back The River,17,2015,0,28,0.254914,1993.95713,1.297129564,-0.253063147,135.9991776,16.6181,0.191381
James Bay_Let It Go,17,2015,0,28,0.179792,1379.315469,1.275014333,-1.428979964,143.5546875,6.79722,0.170103
James Ford Murphy & Kuana Torres Kahele & Napua Greig_Lava (From 'Lava') (영화 인사이드 아웃 중 단편 애니메이션 ‘라바’),13,2015,2,40,0.140659,1874.089306,1.477041343,-12.61955283,151.9990809,10.7292,0.118826
Jamie Lawson_Wasn't Expecting That,13,2015,0,43,0.232035,1593.054641,1.504003607,4.961110697,123.046875,5.09717,0.302577
Jasmine Thompson_Thinking Out Loud,13,2015,1,18,0.192706,2119.186643,1.371648403,-3.73471413,151.9990809,9.39959,0.171894
Jason Derulo_Cheyenne,14,2015,0,29,0.304554,2127.779807,1.468608703,5.954343468,99.38401442,10.6262,0.293351
Jason Derulo_Get Ugly,14,2015,0,29,0.329043,2712.595214,1.704887123,2.46082444,112.3471467,31.8285,0.256716
Jason Derulo_Want To Want Me (송중기 '코오롱스포츠' 광고음악),14,2015,0,29,0.261104,2928.001472,1.731483954,5.032336891,112.3471467,21.7129,0.249987
Jason Mraz_Live High,13,2015,0,41,0.213207,2200.165221,1.508556348,-0.962007197,117.4538352,18.4523,0.154352
Jay Z_Empire State Of Mind (feat. Alicia Keys),7,2010,0,49,0.456205,2780.985497,1.645348561,6.623148218,172.265625,28.0002,0.352461
Jeff Bernat_Back Seat,13,2016,0,29,0.228673,1973.313062,1.375357804,-4.515706362,123.046875,30.1431,0.150524
Jeff Bernat_Have Yourself A Merry Little Christmas,42,2015,0,29,0.215396,1180.453365,1.506826755,-2.768698211,80.74951172,8.72145,0.163055
Jeff Bernat_I Remember When,13,2016,0,29,0.200635,1879.685938,1.702156308,-1.556515761,151.9990809,23.209,0.189901
Jeff Bernat_If I Could,13,2016,0,29,0.138205,2190.180979,1.461223227,-1.636484091,107.6660156,18.4383,0.188796
Jeff Bernat_Lapdance,13,2016,0,29,0.154284,1680.059858,1.393745944,1.688286539,123.046875,9.65326,0.219733
Jeff Bernat_Love Affair,13,2016,0,29,0.167232,1827.647301,1.264129155,-3.642040565,184.5703125,9.18903,0.205047
Jeff Bernat_Queen,13,2016,0,29,0.166822,1619.764714,1.458363008,-1.83483662,172.265625,10.5595,0.162
Jeff Bernat_Think of the Times,13,2016,0,29,0.235262,1909.415828,1.578382498,-6.530116217,107.6660156,6.0902,0.218335
Jeff Bernat_This and That,13,2016,0,29,0.142657,2058.71461,2.054934257,-3.453826636,89.10290948,15.7055,0.142635
Jeff Bernat_What'cha Need,13,2016,0,29,0.17088,1978.589002,1.825142117,-0.402942147,107.6660156,9.91605,0.214757
Jess Glynne_Don't Be So Hard On Yourself,13,2015,1,29,0.526702,2702.554514,1.220037857,3.263553205,117.4538352,35.5829,0.303186
Jess Glynne_Hold My Hand,42,2015,1,29,0.254942,2268.759846,1.439164683,5.661880124,123.046875,12.9807,0.282204
Jessica (제시카)_Fly (Feat Fabolous),3,2016,1,43,0.326821,2414.344818,1.380818411,4.927225093,99.38401442,14.5733,0.297248
Jessie J_Flashlight,3,2015,1,30,0.258688,2317.56769,1.237447152,-1.462703675,143.5546875,19.1606,0.181396
Jessie J_Part Of Your World (From 'The Little Mermaid'),13,2015,1,30,0.183908,1913.073592,1.210906259,-7.105538669,117.4538352,8.83356,0.133978
Johnny Flynn_In April,24,2015,0,35,0.158832,1846.336758,1.283242838,-1.209688569,80.74951172,13.1725,0.117472
Jonas Blue_Perfect Strangers (Feat JP Cooper),35,2016,0,29,0.34856,2530.494071,1.522061595,2.893648567,117.4538352,19.559,0.275533
Josef Salvat_Open Season,13,2016,0,30,0.232232,1891.767854,1.341610197,6.021064232,89.10290948,9.43979,0.275212
Julian Moon_A Cup Of Coffee,13,2015,1,27,0.178388,1718.801625,1.535139281,2.016908469,99.38401442,6.15743,0.179248
Julian Moon_Good Girl,13,2015,1,27,0.197422,2008.574808,1.725072596,3.131104742,123.046875,11.4787,0.206864
Just Seconds Apart_Love Unconditional,13,2015,2,28,0.479339,2859.615033,1.286178011,3.905360009,107.6660156,28.9021,0.299816
Justin Bieber_Love Yourself,13,2015,0,24,0.24725,2135.422148,1.555864603,-9.991467404,99.38401442,17.8004,0.167446
Justin Bieber_Sorry,3,2015,0,24,0.336133,2267.666352,1.506474192,4.438734402,135.9991776,15.2264,0.30621
Justin Bieber_What Do You Mean,13,2015,0,24,0.208806,1882.892348,1.61337834,-1.069035126,123.046875,8.11331,0.237818
Justin Timberlake_CAN'T STOP THE FEELING! (영화 '트롤 (Trolls)' OST),13,2016,0,37,0.329829,2683.423529,1.516460672,3.674119609,112.3471467,29.8262,0.254118
Kanye West_All Day (Feat Paul McCartney & Theophilus London & Allan Kingdom),15,2015,0,41,0.277745,2590.142435,1.692314034,0.923639085,123.046875,20.5362,0.252843
Kanye West_Only One (Feat Paul McCartney),15,2015,0,41,0.388391,1309.751005,1.304292871,-2.912969456,103.359375,7.21834,0.266388
Kaskade & Felix Cartal_Fakin It (Feat Ofelia K),35,2016,0,47,0.228828,2485.454417,1.304045442,4.234322715,123.046875,12.4065,0.286613
"Kazumi Tateishi Trio_Let It Snow, Let It Snow, Let It Snow",8,2015,2,47,0.127649,1570.679317,1.251018284,-1.304623154,143.5546875,5.36482,0.13829
Kehlani_Gangsta,24,2016,1,23,0.14224,2248.627578,1.160402174,1.863439168,123.046875,12.5669,0.147698
Kelly Clarkson_Dance With Me,17,2015,1,36,0.3556,2567.344309,1.219763331,5.717194568,123.046875,22.6088,0.251186
Kelly Clarkson_Heartbeat Song,98,2015,1,36,0.467643,2709.189241,1.270651414,6.865443686,151.9990809,23.5706,0.312345
Kelly Clarkson_Run Run Run (Feat John Legend),98,2015,1,36,0.373563,1952.392131,0.992417935,0.653351087,112.3471467,18.2049,0.196932
Kendrick Lamar_King Kunta,7,2015,0,31,0.179434,2371.374825,1.85778909,6.453243987,107.6660156,15.7721,0.301108
Kendrick Lamar_These Walls (Feat Bilal & Anna Wise & Thundercat),7,2015,0,31,0.224948,2175.35605,1.689565382,0.38237123,107.6660156,17.651,0.199973
Kevin Wild_Fire & Ice (Radio Edit) (Feat Kelly Sweet),31,2015,2,30,0.416947,3041.301588,1.10397552,4.342669707,129.1992188,29.2408,0.288617
Kid Ink & Tyga & Wale & YG & Rich Homie Quan_Ride Out,24,2015,0,32,0.318527,2729.811992,1.463598825,3.875384012,92.28515625,23.9393,0.251178
Kiiara_Gold,13,2016,1,23,0.128322,1811.613828,1.660103913,-2.346042417,112.3471467,7.16695,0.209969
Knock_열어줘,3,2017,0,30,0.35284,3187.192893,1.489973342,3.151341078,143.5546875,21.6853,0.342227
Kodaline_The One,20,2015,0,29,0.316804,1805.803894,1.149699923,1.127642303,103.359375,19.348,0.187806
KOLAJ & Eric Nam_Into You,3,2016,2,32,0.411204,2487.015909,1.252252368,5.104112349,107.6660156,21.4076,0.301346
KUSH & Zion.T_Machine Gun (Feat MINO),15,2016,0,34,0.173106,2546.767024,1.424958433,6.329057754,151.9990809,17.7179,0.303079
Kygo_Oasis (Feat Foxes),35,2016,0,27,0.27854,2289.956318,1.260983325,-2.216720915,117.4538352,15.4606,0.199227
KYLE_iSpy (feat. Lil Yachty),7,2017,0,25,0.293533,3098.750266,1.653049962,-6.520732545,151.9990809,52.4108,0.169222
La La Land Cast_Another Day Of Sun (From 'La La Land' Soundtrack),24,2016,2,30,0.30693,2309.284546,1.174910571,4.690610063,129.1992188,19.7604,0.218998
Lady GaGa_Perfect Illusion,13,2016,1,32,0.239235,2646.612806,1.309638189,5.873035009,123.046875,16.3338,0.22688
Lasse Lindh_Hush,24,2016,0,44,0.289819,1587.11604,1.072938954,-3.986187234,129.1992188,6.53921,0.205558
Laura Welsh_Undiscovered (영화 '그레이의 50가지 그림자' OST),24,2015,1,32,0.318267,2207.96921,1.335105463,5.123888915,103.359375,11.9836,0.267998
Lemaitre_Closer (Feat Jennie A),52,2016,0,36,0.328978,2776.182859,1.220858524,2.190415136,92.28515625,24.9407,0.286813
Lenka_Blue Skies,98,2015,1,40,0.241843,1944.169635,1.291231052,5.264494335,112.3471467,6.14476,0.264792
Lenka_Unique,98,2015,1,40,0.331205,2609.698631,1.414106804,1.918774681,161.4990234,18.7758,0.215516
Lianne La Havas_Green & Gold,42,2015,1,29,0.194553,1936.242539,1.407956505,4.172952875,95.703125,5.65681,0.276419
Lil Wayne & Wiz Khalifa & Imagine Dragons_Sucker For Pain (With Logic & Ty Dolla $ign & X Ambassadors),24,2016,0,36,0.352754,2204.717292,1.644679255,1.629518059,86.1328125,21.9101,0.269284
Little & Ashley_Color In My World,98,2015,2,36,0.293318,2441.174109,1.700612842,0.792313658,184.5703125,18.5708,0.179691
Lukas Graham_7 Years,13,2016,0,30,0.259362,2264.855382,1.46635252,-1.032709212,117.4538352,12.5688,0.213644
Lukas Graham_Drunk In The Morning,13,2016,0,30,0.254273,2499.047367,1.646008856,5.765443438,92.28515625,8.2478,0.299771
Lukas Graham_Funeral,13,2016,0,30,0.33145,1625.077529,1.209343383,-4.418628227,95.703125,12.8746,0.191323
Lukas Graham_Happy Home,13,2016,0,30,0.190685,2022.016856,1.475377772,3.355832936,129.1992188,9.45624,0.171254
Lukas Graham_Mama Said,13,2016,0,30,0.299742,2245.654001,1.495082123,5.735605386,83.35433468,19.0151,0.265041
Lukas Graham_Take The World By Storm,13,2016,0,30,0.324858,2290.605002,1.296427736,8.220945187,89.10290948,13.3557,0.323774
Lukas Graham_You're Not There,13,2016,0,30,0.176423,1769.340689,1.418815022,6.435286663,92.28515625,4.6314,0.247783
LunchMoney Lewis_Bills (JTBC 냉장고를 부탁해 삽입곡),15,2015,0,30,0.436993,2642.667693,1.44751617,1.994348504,123.046875,25.8589,0.275139
Lvy_Sliding Doors,98,2015,1,30,0.174394,1900.641088,1.175029638,-1.289379145,89.10290948,7.4532,0.159249
M83_Go! (Feat Mai Lan),147,2016,0,38,0.299508,2168.81887,1.131629662,4.421629162,92.28515625,20.7048,0.217508
MAC MILLER_Dang! (Feat Anderson Paak),15,2016,0,26,0.162805,2175.970595,1.962411157,4.264546679,107.6660156,10.9268,0.304134
Macklemore & Ryan Lewis_Downtown (Feat Eric Nally & Melle Mel & Kool Moe Dee & Grandmaster Caz),15,2015,0,35,0.357992,2488.822168,1.753940779,2.044852376,112.3471467,25.7444,0.277348
Madeon_Beings,52,2015,0,24,0.486033,2394.625767,1.204094366,3.396495035,107.6660156,29.3845,0.282814
Madeon_Pay No Mind (Feat Passion Pit),52,2015,0,24,0.468082,2796.266841,1.400898804,6.386105177,112.3471467,31.1378,0.329448
Major Lazer_Cold Water (Feat Justin Bieber & MO),112,2016,0,37,0.321515,2535.219709,1.421278986,0.579314218,123.046875,18.8242,0.234861
Major Lazer_Lean On (Feat MO & DJ Snake),52,2015,0,37,0.20759,2661.438272,1.632211845,3.562079326,129.1992188,18.2612,0.237096
Major Lazer_Light It Up (Feat Nyla & Fuse ODG) (Remix),52,2016,0,37,0.373504,2980.587446,1.563211512,1.969304475,107.6660156,38.1249,0.267664
Major Lazer_Too Original (Feat Elliphant & Jovi Rockwell) (아이폰 - 사랑 CF 삽입곡),52,2015,0,37,0.440003,2919.280924,1.465632703,4.405112866,129.1992188,40.9717,0.328324
Mariah Carey_Infinity,116,2015,1,48,0.310032,2688.017546,1.283804641,4.239514994,135.9991776,16.7852,0.27142
Mark Ronson_Uptown Funk (Feat Bruno Mars),13,2015,0,44,0.198202,2800.774207,1.783322143,2.376048448,117.4538352,36.6871,0.165714
Maroon 5_Animals,17,2015,0,38,0.171451,2440.105799,1.36651557,5.939159025,95.703125,9.6637,0.294245
Maroon 5_Daylight,17,2015,0,38,0.3164,2265.400357,1.246184793,5.602674336,117.4538352,18.7409,0.25348
Maroon 5_Don't Wanna Know (Feat Kendrick Lamar),17,2016,0,38,0.252326,2233.141384,1.715977229,1.625290113,99.38401442,9.45527,0.291221
Maroon 5_Lost Stars,17,2015,0,38,0.415976,2132.884829,1.113199624,2.880692002,161.4990234,21.2978,0.244565
Maroon 5_Maps,17,2015,0,38,0.270689,2645.421099,1.486016357,4.249674894,117.4538352,15.6919,0.243731
Maroon 5_Sugar,17,2015,0,38,0.253617,2411.340783,1.428782294,1.542306283,117.4538352,17.8294,0.220706
Maroon 5_This Summer's Gonna Hurt Like A MotherFR,17,2015,0,38,0.257673,2905.662263,1.368315595,7.722726931,99.38401442,14.3051,0.301781
Martin Garrix & Bebe Rexha_In The Name Of Love,52,2016,0,22,0.26896,2472.803032,1.331837751,1.636476813,135.9991776,14.403,0.245354
Martin Garrix_Don't Look Down (Feat Usher),112,2015,0,22,0.330859,2456.729749,1.300313767,3.407926589,129.1992188,23.9179,0.23652
Max K._I Give You All (Radio Mix),35,2016,0,28,0.440102,2618.934941,1.351113436,2.411053014,123.046875,17.2794,0.324021
MC몽_사랑 범벅 (Feat 챈슬러 of the channels),15,2015,0,39,0.577907,2675.500795,1.406299893,3.877195307,112.3471467,43.2886,0.311474
Meghan Trainor_3am,13,2015,1,25,0.156126,2456.986624,2.132509429,1.073913193,172.265625,19.7483,0.216424
Meghan Trainor_Me Too,13,2016,1,25,0.251317,2328.370507,2.074979843,3.238495249,123.046875,18.2243,0.221023
Meghan Trainor_NO,13,2016,1,25,0.34132,2579.903959,1.748069532,2.730362292,95.703125,27.3732,0.29731
Meghan Trainor_Title,13,2015,1,25,0.3449,2518.76035,1.672677069,1.865096996,89.10290948,25.4763,0.258918
Meiko_Raincoat Song,98,2015,1,25,0.346161,2222.43266,1.465746053,2.537608727,99.38401442,21.0148,0.244323
Michael Buble_Dream A Little Dream Of Me,98,2015,0,43,0.177673,1339.683808,1.199875739,-0.813284402,92.28515625,6.4559,0.149676
Michael Buble_Nobody But Me,13,2016,0,43,0.32235,2275.744331,1.617903339,4.143291318,95.703125,19.8158,0.279149
Michael Carreon_I Like It (Feat Joyce Wrice),14,2015,0,29,0.320785,2097.918314,1.429331344,-3.803144704,92.28515625,14.6804,0.224437
Michael Jackson_Billie Jean (Single Ver),13,2015,0,60,0.114684,2821.723199,1.951259217,1.071678223,117.4538352,15.6623,0.115508
Michael Jackson_Man In The Mirror (2012 Remaster),13,2015,0,60,0.410304,2157.456794,1.43695821,1.95873739,99.38401442,30.6504,0.20497
Mika_Good Guys,13,2015,0,35,0.182984,2132.94893,1.245837595,3.192880403,99.38401442,10.5699,0.202922
Mika_Last Party,13,2015,0,35,0.231055,1816.594998,1.068129787,-8.612199595,123.046875,15.7846,0.124999
Mika_Talk About You,13,2015,0,35,0.30682,2471.536229,1.301913181,6.935115134,117.4538352,21.868,0.268267
Mike Perry_The Ocean (Feat Shy Martin) (Radio Edit),35,2016,0,25,0.246398,2735.072474,1.220188365,-1.86172505,89.10290948,23.1567,0.209217
Milos Karadaglic & Gregory Porter_Let it be,32,2016,0,47,0.155241,1133.011853,1.118471553,-1.38146806,151.9990809,6.86582,0.126948
MINO & ZICO & Paloalto_moneyflow (다 비켜봐),15,2015,0,25,0.422575,2750.71973,1.480632239,4.35805671,117.4538352,39.4156,0.320758
MINO & 지코_Okey Dokey,15,2015,0,25,0.181596,2589.40817,1.765621472,3.044473366,123.046875,15.5331,0.371412
MINO_겁 (Feat 태양),15,2015,0,25,0.408263,2012.966889,1.523905057,4.312880476,89.10290948,17.2968,0.358777
MINO_몸,15,2016,0,25,0.275922,2603.773947,1.623467778,6.101415022,135.9991776,18.5399,0.344111
miss A_다른 남자 말고 너,3,2015,1,27,0.314363,2882.538826,1.536549772,5.157160126,112.3471467,22.2621,0.315648
MO_Final Song,13,2016,1,30,0.190023,2486.078583,1.357560512,2.108383823,103.359375,13.701,0.230201
Muse_Dead Inside,20,2015,0,40,0.287212,2534.371447,1.334144555,5.493419992,99.38401442,20.5864,0.279317
Muse_Mercy,20,2015,0,40,0.417629,2381.589691,1.059787472,4.791375504,129.1992188,21.5193,0.257313
Muse_Psycho,20,2015,0,40,0.451979,2371.679447,1.114084007,6.218141579,123.046875,28.8563,0.306672
Muse_The Handler,20,2015,0,40,0.408209,2563.822407,1.143090724,6.45798876,129.1992188,24.021,0.303137
Musiq Soulchild_I Do,42,2016,0,41,0.284598,1911.728285,1.405490109,4.129735362,112.3471467,10.7249,0.259269
Nellie McKay_If I Fell,98,2015,1,36,0.249576,1522.88264,1.16794797,0.242949789,99.38401442,5.84937,0.221144
NERVO_The Other Boys (Feat Kylie Minogue & Jake Shears & Nile Rodgers),52,2015,1,30,0.34483,2930.835467,1.465001401,4.713818245,129.1992188,33.5045,0.291996
Ne-Yo_Coming With You,42,2015,0,39,0.454881,2486.539947,1.561546599,5.735969202,117.4538352,24.7091,0.298975
Ne-Yo_One More (Feat TI),42,2015,0,39,0.22964,2368.339675,1.512586579,-1.00846223,107.6660156,14.6055,0.204571
Ne-Yo_She Knows (Feat Juicy J),14,2015,0,39,0.233851,2315.508474,1.47109733,6.651720319,143.5546875,10.4913,0.363906
Nicki Bluhm & The Gramblers_Heartache,80,2015,2,39,0.301295,1842.058424,1.326560406,3.790052969,123.046875,13.31,0.247691
Nile Rodgers & Chic_I'll Be There,5,2015,0,66,0.382654,2486.154706,1.75554083,7.327229665,123.046875,22.0801,0.319116
One Direction_Drag Me Down,3,2015,0,24,0.299659,2346.480516,1.40958186,2.103902077,135.9991776,18.5584,0.240023
One Direction_Infinity,13,2015,0,24,0.31319,2303.12321,1.107441612,1.972407987,129.1992188,14.2707,0.235422
OneRepublic_Wherever I Go,13,2016,0,38,0.257928,2338.000206,1.280994122,4.789000778,99.38401442,11.1081,0.237399
Osshun Gum_Come For you (Feat HOMEBOY & FNRL),15,2017,0,19,0.24055,2117.562959,1.277801094,-0.924595982,123.046875,10.0312,0.234928
Owl City_Unbelievable (Feat Hanson),13,2015,0,32,0.207888,3048.87154,1.550444458,3.271094828,117.4538352,12.9467,0.262318
Pentatonix_Can't Sleep Love,123,2015,2,26,0.200289,2366.70363,1.684677273,3.79201867,95.703125,11.4959,0.278939
Pentatonix_Cheerleader,123,2015,2,26,0.194665,2440.319065,1.68037579,0.927824201,117.4538352,12.229,0.228092
Pentatonix_Joy To The World,123,2015,2,26,0.245114,2995.479366,1.508735639,1.626689172,129.1992188,19.7829,0.27754
Pharrell_Freedom,5,2015,0,45,0.223278,2159.525339,1.393758766,-2.697036329,95.703125,14.7691,0.18485
Pink Slip_Panama City Beach (Feat Rahn Harper),52,2016,0,28,0.258768,2787.31121,1.492719008,0.424123923,135.9991776,13.309,0.278822
PINK_Just Like Fire (영화 '거울나라의 앨리스' OST),13,2016,1,39,0.216747,2648.420353,1.389844466,4.09083083,161.4990234,22.4395,0.240211
Pinkrush_Fingertips,3,2016,1,20,0.385269,2741.294146,1.485274164,4.732040687,143.5546875,26.2819,0.281053
Pitbull & Mo.No & Vassy_If I Would Stay (Edit Mix) (Feat Honorebel),27,2015,0,37,0.346719,3273.934188,1.130122676,3.534551052,129.1992188,41.5865,0.306542
Pitbull & X & Y_Vendetta (David May Mix) (Feat Qwote),15,2015,0,37,0.412454,3021.732883,1.327762573,5.355474716,129.1992188,34.8578,0.302971
PJ_Gangster,42,2016,1,30,0.200803,2605.551158,1.521864208,4.635279724,103.359375,11.2704,0.276016
PRODUCE 101_Hands on me,3,2017,0,20,0.248483,2490.471778,1.607819335,2.383118268,117.4538352,22.5957,0.243307
PRODUCE 101_Super Hot,3,2017,0,20,0.283208,2795.415819,1.727634798,7.225118249,123.046875,22.8588,0.295032
PRODUCE 101_나야 나 (PICK ME),3,2017,0,20,0.668422,3152.275907,1.134443475,6.099879887,129.1992188,48.1824,0.341219
PRODUCE 101_이 자리에 (Always),3,2017,0,20,0.48251,2340.185295,1.13021916,3.517681868,112.3471467,23.5324,0.279587
R3HAB & KSHMR_Karate (Original Mix),52,2015,0,32,0.437127,3076.248875,1.346713838,5.212042864,129.1992188,48.7914,0.281665
Ra Ra Riot_Absolutely,13,2016,2,34,0.433629,2518.480784,1.245816526,6.066341041,103.359375,26.2648,0.313756
Rachael Yamagata_Worthless,13,2016,1,41,0.415057,1745.063016,1.087551964,3.382743665,123.046875,13.4679,0.260391
Red Hot Chili Peppers_Dark Necessities,121,2016,0,47,0.329173,1669.733984,1.553426242,6.234956098,123.046875,13.0883,0.269329
Red Velvet (레드벨벳)_7월 7일 (One Of These Nights),116,2016,1,24,0.315785,2097.642585,1.166689992,2.949452119,135.9991776,11.8811,0.248316
Red Velvet (레드벨벳)_Dumb Dumb,3,2015,1,24,0.228121,3303.813339,1.879944084,3.262229491,143.5546875,25.1396,0.285322
Red Velvet (레드벨벳)_Ice Cream Cake,3,2015,1,24,0.406042,3191.112329,1.530386229,5.74457783,112.3471467,37.94,0.306163
Red Velvet (레드벨벳)_Rookie,3,2017,1,24,0.417428,2775.383509,1.757015923,4.517165409,161.4990234,30.4621,0.281583
